Race of Champions;807
Rally raid;808
Rallycross;809
Rallying;810
Regularity rally;811
Road racing;812
Short track motor racing;813
Snowmobile racing;814
Sports car racing;815
Sprint car racing;816
Street racing;817
Stock car racing;818
Time attack;819
Tractor pulling;820
Touring car racing;821
Truck racing;822
Vintage racing;823
Wheelstand competition;824
Drag boat racing;825
F1 powerboat racing;826
Hydroplane racing;827
Jet sprint boat racing;828
Offshore powerboat racing;829
Personal water craft;830
Auto Race;831
Cross-country rally;833
Endurance racing;834
Enduro;835
Freestyle motocross;836
Grand Prix motorcycle racing;837
Grasstrack;838
Ice speedway;841
Indoor enduro;842
Motocross;843
Motorcycle drag racing;844
Motorcycle speedway;845
Off-roading;846
Superbike racing;849
Supercross;850
Supermoto;851
Supersport racing;852
Superside;853
Track racing;854
Trial;855
TT racing;856
Free-style moto;857
All-terrain vehicle competition;858
